<VShport>|2010-07-05|11:11:06|0|0|0|2|0|0|0|0|0|0|0|0|0|3|0|0|Встретился с чрезвычайным и полномочным послом Франции в России Жаном де Глиниасти. http://www.khabkrai.ru/news/newsfull.html?id=14201 |Франции|России
<VShport>|2010-07-05|11:40:21|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Сделал первую запись в Твиттере. Получилось. Даже со ссылкой. 
<VShport>|2010-07-06|04:55:48|0|0|0|2|0|0|0|0|0|0|0|0|0|3|0|0|Дал интервью для информационного канала Россия 24. Тема - итоги визита Президента в Хабаровский край. Эфир - вечером. |Россия|Хабаровский край
<VShport>|2010-07-06|09:10:58|0|0|0|2|0|0|0|0|0|0|0|0|0|6|0|0|Французская делегация побывала на КнААПО. Надеюсь, что этот визит откроет новые возможности для сотрудничества между Францией и нашим краем. |Французская Гвиана|Францией
<VShport>|2010-07-07|04:39:18|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|Провел заседание краевой антинаркотической комиссии. Модернизация экономики страны  невозможна без здорового поколения. 
<VShport>|2010-07-07|09:10:42|0|2|0|1|0|1|0|0|0|0|0|0|0|4|0|0|Состоялась встреча с делегацией деловых кругов Италии. У нас есть инвестиционные проекты, к которым, надеюсь, появится совместный интерес. |Италии
<VShport>|2010-07-07|10:06:12|0|2|0|2|0|1|0|0|0|0|0|0|0|5|0|0|Провели попечительский совет СКА Нефтяника, традиции у хоккея с мячом в Хабаровске славные, войти в 5 лучших команд России нам по силам |Хабаровске|России
<VShport>|2010-07-08|01:50:12|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Сегодня день Петра и Февронии Муромских - покровителей семьи. Всем любви, верности и взаимопонимания! 
<VShport>|2010-07-08|04:44:04|0|0|0|0|0|1|0|0|0|0|0|0|0|7|0|0|Провел прием семей со стажем совместной жизни более 25 лет и мы с Галиной Андреевной вместе уже 37 лет. Семья - это самое дорогое. 
<VShport>|2010-07-08|13:30:03|0|0|0|1|0|0|0|0|0|0|0|0|0|4|0|0|Впереди поездка на самый север края - посетим Охотский, Полины Осипенко и Аяно-Майский районы, посмотрим перспективные месторождения. |Охотский район
<VShport>|2010-07-10|04:15:05|0|1|0|0|0|0|0|0|0|0|0|0|1|5|0|0|От Охотска до Хаканджи 100 км на вахтовке, вокруг суровая северная природа-лиственницы, стланник и много морошки-в этом году хороший урожай 
<VShport>|2010-07-10|05:37:55|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Побывал у золотодобытчиков. Хаканджа крупнейшее месторождение края.Золоторудный потенциал района велик, надо активнее вести геологоразведку 
<VShport>|2010-07-10|06:07:54|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|@NikitaBelyh все взаимосвязано. вместе придумаем, что делать. 
<VShport>|2010-07-11|03:34:01|0|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Рыбалка-мое любимое увлечение, хватало бы времени. Наш край богат рыбными запасами. Поздравляю любителей и профессионалов -удачной рыбалки 
<VShport>|2010-07-12|06:19:31|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|Обнаружил, что в Охотске нет ни одной заправочной станции. Дал поручение провести в северных районах ревизию всех автозаправок - чьи они? 
<VShport>|2010-07-12|10:15:04|0|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|"Орленку" 50. Уверен, закалка и навыки, полученные в Центре, помогли и  помогут юным лидерам успешно пройти школу гражданского становления. 
<VShport>|2010-07-12|10:45:24|0|0|0|1|0|0|0|0|0|0|1|0|0|2|0|0|В Охотском районе поголовье оленей 7600.Удалось сохранить стадо, теперь надо активно развивать оленеводство, создать рынок сбыта продукции |Охотском районе
<VShport>|2010-07-13|04:00:54|0|0|0|0|0|0|1|0|0|0|0|0|0|4|0|0|Север не отпускает. Суровый климат, тундра, холодное море и особенные люди-на них держится этот северный район. 
<VShport>|2010-07-13|09:17:38|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Подписал распоряжение об обеспечении безопасности детей на водных объектах края. Трагедия на Азовском море не должна повториться, соболезную 
<VShport>|2010-07-13|10:27:08|0|1|0|0|0|1|0|0|0|0|0|0|1|6|0|0|Обеспечить жильем ветеранов войны - в этом году главная для нас задача. Приняли участие во всероссийском селекторе, край выглядит достойно. 
<VShport>|2010-07-13|13:39:50|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|1|@mikhail_menn добро пожаловать в Хабаровсий край, в июне возобновили полеты на Совгавань http://www.khabkrai.ru/news/newsfull.html?id=14117 
<VShport>|2010-07-14|05:00:09|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Посетил летние оздоровительные лагеря, 19 тысяч детей края отдыхают в загородных центрах. Все мечтают о бассейнах и долгих летних каникулах. 
<VShport>|2010-07-14|06:39:08|0|0|0|0|0|1|0|0|0|0|0|0|0|7|0|1|@NikitaBelyh всегда ждем без особых приглашений, у нас есть что посмотреть и где побывать. Желаю скорейшего выздоровления. 
<VShport>|2010-07-14|06:54:16|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|1|@Zchtec Надеемся вопрос будет решен в самое ближайшее время. Более того, есть идея на базе этого центра создать президентский лицей. 
<VShport>|2010-07-15|02:29:54|0|0|0|1|0|0|0|0|1|0|0|0|0|3|0|0|Утром встретили большую делегацию из столицы, сегодня начинаются Дни Москвы, несомненно, это укрепит сотрудничество между нашими регионами |Москвы
<VShport>|2010-07-15|05:08:54|0|0|0|1|0|1|0|0|0|0|0|1|0|8|0|0|Встретился с мэром Москвы, товарооборот сегодня более 2 млрд, в основном это ввоз продукции, думаю, у нас тоже есть что предложить москвичам |Москвы
<VShport>|2010-07-15|07:59:53|0|0|0|0|0|1|0|0|0|0|1|0|0|4|0|0|Обсуждаем перспективы создания электронного правительства,нам  надо быстрее двигаться в этом направлении переводить услуги в электронный вид 
<VShport>|2010-07-16|09:11:29|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Единственное в крае национальное удэгейское село Гвасюги  празднует "Встречу сородичей" http://www.khabkrai.ru/news/newsfull.html?id=14277 
<VShport>|2010-07-16|09:27:56|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|развитие туризма даст толчок для других отраслей краевой экономики. Надо открывать интересные маршруты, активнее развивать въездной туризм. 
<VShport>|2010-07-17|02:50:19|0|1|0|0|0|0|0|0|0|0|0|0|0|4|0|0|Посетил нац.парк Анюйский-удивительное по красоте место, с почти нетронутой природой, богатым животным миром, здесь обитают амурские тигры 
<VShport>|2010-07-17|03:26:48|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Нацпарк Анюйский обладает уникальными природными ресурсами для организации здесь экотуризма. Сплавы,прогулки,заповедные туры, лыжные походы 
<VShport>|2010-07-18|06:36:03|0|0|0|0|0|1|0|0|0|0|0|0|0|3|0|0|У металлургов и горнодобытчиков-праздник.  Перспективы мы связываем с разработкой месторождений  Албазино, Авлаякан, Кутын, Белая Гора. 
<VShport>|2010-07-18|06:47:34|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|76 лет назад в Комсомольске состоялась закладка первого корпуса авиационного завода КнААПО-так начиналась история лидера самолетостроения!!! 
<VShport>|2010-07-19|01:17:48|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Начинается новая рабочая неделя, закончилась жара на улице дождь 
<VShport>|2010-07-19|03:23:58|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|Подвели итоги развития экономики за первое полугодие-показатели стабильные. По многим направлениям из кризиса вышли-надо развиваться дальше 
<VShport>|2010-07-20|07:46:38|0|0|0|0|0|0|0|0|0|0|1|0|0|3|0|0|Уровень безработицы в крае сокращается, но очень медленно. Главам районов необходимо нести ответственность за состояние занятости населения 
<VShport>|2010-07-20|15:41:39|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Сухой-Суперджет100 покорил небо Фарнборо Наш самолет один из самых востребованных ближнемагистральных лайнеров-успешной работы на авиасалоне 
<VShport>|2010-07-21|03:56:30|0|0|0|1|0|0|0|0|0|0|0|0|0|3|0|0|Вылетаем в Комсомольск-на-Амуре. Проведем совещание по развитию судостроения и церемонию закладки киля нового спасательного судна. |Комсомольск-на-Амуре
<VShport>|2010-07-21|10:41:12|0|0|0|0|0|1|0|0|0|0|0|0|0|5|0|0|Амурский судостроительный-без модернизации производства и технического перевооружения уже не обойтись, мы верим в будущее нашего промгиганта 
<VShport>|2010-07-21|11:08:35|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Закладка судна ледового класса-знаковое событие для АСЗ и всего Комсомольска, возрождаем традиции корабелов, крайняя закладка была в 2006 
<VShport>|2010-07-21|13:40:02|0|0|0|0|0|0|1|0|0|0|0|0|0|5|0|0|Посетил тепличный комплекс Восток-первое и последнее в крае подобное предприятие ему 37 лет - сегодня банкрот, история не должна закончиться 
<VShport>|2010-07-21|23:47:05|0|0|0|1|0|0|0|0|0|0|0|0|0|3|0|0|Сегодня-в Хабаровск, день предстоит непростой-проведем несколько встреч,церемонию награждения и заседание по сокращен. задолженности зарплат |Хабаровск
<VShport>|2010-07-22|03:24:19|0|0|1|0|0|1|1|0|0|0|0|0|0|4|0|0|115 лет назад родился П.О.Сухой. Сегодня мы строим его сверхзвук истребители СУ 27-лучшие в мире. Светлая память великому авиаконструктору.. 
<VShport>|2010-07-22|05:18:44|0|0|0|1|0|0|0|0|0|0|0|0|0|4|0|0|Провел встречу с делегацией горнодобывающих компаний, которые работают на территории Верхнебуреинского и Солнечного районов края |Солнечного района
<VShport>|2010-07-22|07:11:53|0|1|0|1|0|0|0|0|0|0|0|0|0|3|0|0|СуперДжет-100 возвращается из Фарнборо в Жуковский. Дебют на авиасалоне оказался удачным http://www.khabkrai.ru/news/newsfull.html?id=14317 |Жуковский
<VShport>|2010-07-22|09:14:57|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Провел заседание комиссии по сокращению долгов по зарплатам, цифра сокращается, но контроль за взысканием задолженности необходимо усилить 
<VShport>|2010-07-22|09:35:07|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Наградили победителей краевого спортивного фестиваля "Азарт, Здоровье,Отдых", массовый спорт возрождается - все на спортивные дорожки 
<VShport>|2010-07-22|13:14:12|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|@yurevich_m Рад приветствовать в Твиттере! 
